1318176	S with oblique stroke - different strokes.svg	wd
110569	Symbol_mars.png	sv
150630	Baby_One_More_Time_(FFT_Argentina).jpg	zh
83831	…And_Justice_for_All_by_Metallica_(Album-CD)_(US-1988).png	pl
662204	'o sole mio 1898.JPG	wd,br,az,ro,la,fr,mt,zh,bs,pl,ru,it,eml,nl,ca
231208	Grenoble79_01.jpg	de
1521485	'39_by_Queen_US_vinyl.png	en
1318104	Lldigraph.png	wd
1354219	Latin_alphabet_Y_with_grave.png	kv
1286756	Doulos SIL — r̠.svg	wd
1334815	Latin alphabet P with dot above.png	wd,kv
1323350	Latin alphabet M with dot above.png	wd
1336943	Mwithacute.png	wd
1323861	Latin letter K with acute.svg	wd,com
1330446	HwithBrevebelow.png	wd
1332893	Latin letter H with diaeresis.svg	wd
1296344	Latin alphabet F with dot above.png	wd,kv
1330726	A with ring below.svg	wd
999788	HS-ط-_Arabic.png	arz
972349	06-H.a.png	fi,an
602127	Cyrillic_letter_el_with_hook.PNG	sk
663597	Komi_Molodtsov'_alfabet.jpg	ab
619731	Cirila-ә-minuskla.svg	wd
638418	Cyrillic_letter_E_with_Dot_above.png	kv
606016	Cyrillic_alphabet_S_with_acute.png	kv
818728	Cyrillic_letter_R_with_Caron.png	kv
529898	TCRComplex.png	uk
1108165	Ilc_9yr_moll4096.png	ar,bn
1363733	PDB_1dfn_EBI.jpg	pl,ru,fa,en
1286903	Rstroke.png	wd
1338678	Latin alphabet Q with hook tail.png	wd,kv
1286634	Latin letter J with stroke.svg	wd
594952	Latin_letter_turned_V.svg	com
1354171	Latin_alphabet_Y_with_macron.png	kv,zh,en
772981	Ou ligature.svg	wd
1291890	Sutesti_jud_Braila.png	ro,vi,ce,pl,tt,eu,zh,en
1556721	Simian_jud_Bihor.png	pt,zh,vi,ce,eu,ro,tt,fr,pl,en
798770	Sicula_jud_Arad.png	zh,fr,vi,en,tt,pt,eu,ar,ro,ce
1566109	Biserica de la Sus.png	wd,it,vi,ceb,ro,eu,ce,tt
1454456	Latin letter Ǿ ǿ.svg	wd
1339133	GwithAcute.png	wd
1334808	Latin letter K with caron.svg	wd
1339998	Latin capital letter AE with macron.svg	wd
1335032	Pinyinacc.png	com
619754	SchwaDoulosSILletter.png	el
1346580	Latin_small_and_capital_letter_“open_o”.jpg	kv
542406	Reliefkarte_Tschechien.png	eo
1001380	Video_-_ŽĎAS.webm	com
1394342	Regenwurm1.jpg	fr
162648	Live_and_let_die.svg	com
853001	Horsehair petticoat MET CI43.126.26 F.jpg	wd
848290	Torpedo_car_refractory_bricks.JPG	fa,hr,id,en,no,zh,simple,sh
71723	Jan_van_Eyck_070.jpg	bg,fr,es
433943	Macaca_arctoides.png	bg,ar,te,fr,simple,uk,zh_yue,ru,ur,kab,en,tr,gl,ca
127713	Simons_Perskaart_DOM.jpg	fa
1021812	Slovakia_banskabystrica_zarnovica.png	de
1230282	RuanNguyen.png	en
699049	Lublin kaplica Wladyslawa Jagielly inskrypcja.jpg	wd
1338140	Suicide chess 1. d3 forced loss.gif	wd,ca
1230319	Samizdat_Zhores_Medvedev_International_Scientific_Cooperation_Cover.jpg	com
429149	Weddestrook Defensie 1967.jpg	wd
1591414	Wolfstein_Scheibler162ps.jpg	fr
444704	Cholic_acid.png	ro,kk,sl
238300	Digestive_system_showing_bile_duct.png	id,fa,pag,uk,kk,hi
162763	920_42_Žlkovce,_Slovakia_-_panoramio.jpg	uk,sr
1132651	Fear_The_Walking_Dead.png	sr,ru
173906	Akihitum-et-michikam.jpg	wd
409557	'Duck,_Duck,_Duck'.png	es,pa,he,fr,en,jv
835338	Soviet_Union-1964-stamp-Chapayev_(film).jpg	id,no,en,it,eu,ckb,es,az
492287	Helgolandurlaub.jpg	de
510926	1981_Camping._Mobile_Homes_54_copy.jpg	eo,de,da
437652	Amicable_Society_for_a_Perpetual_Assurance_Office,_Serjeants'_Inn,_Fleet_Street,_London,_1801.jpg	lt,mk
274820	Cost_of_Basic_but_Decent_Living.jpg	en,it,es
180077	Erneuerungsknospen.png	wd
122782	Alfa-Beta-Gamma.png	sv
908844	Product’s_lifecycle.jpg	en,ko,bn
558443	SDLC-Maintenance-Highlighted.png	zh,th,ta,hu,fa,id,en,hi,vi
143771	変形菌の生活環.jpg	ja
754782	A053,_Katmai_National_Park,_Brooks_Falls,_Alaska,_USA,_bear_and_salmon,_2002.jpg	he
1535579	Steve Zissou.jpg	wd,no,da,bg,fr,pl,uk,fi
290506	The Life Of Oharu.0-15-42.848.jpg	wd,fa,sl,eu,ca
880769	A_Bug's_Life_movie.png	br,sv,hi,de,itquote,pl,ar,sk,da,ka,ca,ja,nn,uz,yi,bg,it,arz,hu,es
1184294	Vita_Constantini.jpg	sh
982314	La Vie d'Adèle casting Cannes 2013.jpg	wd,hu,eu,bg,ca,arz,da,itquote,no,pl
